epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,1171.7,1.07674,1.84489,1.17832,0.88266,0.83958,0.90369,0.62765,1.08584,1.58751,1.15237,0.00058175,0.00058175,0.00058175
56,1192.8,1.04095,1.73532,1.1636,0.87995,0.90379,0.91774,0.63519,1.08604,1.61323,1.16876,0.000569375,0.000569375,0.000569375
57,1213.9,1.02858,1.71996,1.14848,0.82973,0.89819,0.90177,0.62633,1.10128,1.70001,1.16878,0.000557,0.000557,0.000557
58,1234.5,1.03225,1.58252,1.15412,0.80655,0.84651,0.88204,0.62057,1.10553,1.69424,1.15569,0.000544625,0.000544625,0.000544625
59,1255.8,1.04734,1.70182,1.1593,0.82233,0.85666,0.89755,0.63374,1.07674,1.56588,1.12995,0.00053225,0.00053225,0.00053225
60,1277.06,1.02913,1.59908,1.14446,0.81958,0.90263,0.90513,0.63116,1.10851,1.48864,1.15114,0.000519875,0.000519875,0.000519875
61,1298.15,1.05853,1.68471,1.18386,0.87185,0.87322,0.88856,0.61858,1.07644,1.63199,1.15067,0.0005075,0.0005075,0.0005075
62,1318.51,1.04566,1.71769,1.17617,0.80795,0.86808,0.87489,0.61061,1.08133,1.65188,1.15241,0.000495125,0.000495125,0.000495125
63,1340.26,1.02417,1.64533,1.14145,0.87059,0.83045,0.87664,0.58977,1.17926,1.7256,1.25063,0.00048275,0.00048275,0.00048275
64,1362.08,1.06862,1.63571,1.18305,0.85666,0.90207,0.89205,0.63213,1.07417,1.57375,1.15474,0.000470375,0.000470375,0.000470375
65,1382.97,0.99303,1.52726,1.13571,0.87374,0.88322,0.8972,0.63569,1.07171,1.5709,1.14403,0.000458,0.000458,0.000458
66,1403.78,1.03411,1.56925,1.15785,0.88311,0.87292,0.89083,0.62234,1.10178,1.69828,1.16,0.000445625,0.000445625,0.000445625
67,1425.23,1.01949,1.54502,1.15502,0.88548,0.82674,0.89613,0.62726,1.09329,1.66043,1.15228,0.00043325,0.00043325,0.00043325
