epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,146.834,1.59562,1.84619,1.69601,0.64988,0.36445,0.31281,0.19285,1.75518,2.03884,2.20213,0.00041514,0.00041514,0.00041514
2,286.915,1.55271,1.53568,1.7478,0.74052,0.4811,0.50567,0.31079,1.7612,1.67397,2.07298,0.000823572,0.000823572,0.000823572
3,423.302,1.54664,1.50136,1.74242,0.68555,0.48587,0.50481,0.31507,1.67194,1.53468,2.11459,0.00122375,0.00122375,0.00122375
4,556.523,1.49839,1.41787,1.71323,0.73807,0.54082,0.57017,0.36879,1.51481,1.47836,1.925,0.00121287,0.00121287,0.00121287
5,689.191,1.45598,1.36872,1.67337,0.75598,0.52504,0.56327,0.35929,1.49206,1.45134,1.90753,0.0012005,0.0012005,0.0012005
6,821.162,1.46474,1.3886,1.67532,0.63046,0.56014,0.55377,0.36471,1.53852,1.40492,1.98497,0.00118812,0.00118812,0.00118812
7,956.493,1.42151,1.29731,1.64247,0.7713,0.53534,0.58867,0.38725,1.47752,1.389,1.91104,0.00117575,0.00117575,0.00117575
8,1092.89,1.41142,1.27355,1.63959,0.73208,0.56561,0.59496,0.39319,1.43533,1.37582,1.85269,0.00116337,0.00116337,0.00116337
9,1228.08,1.39132,1.26528,1.62466,0.75875,0.52014,0.57901,0.3798,1.47455,1.42535,1.86599,0.001151,0.001151,0.001151
10,1363.71,1.37342,1.24899,1.61349,0.86305,0.47565,0.57039,0.38904,1.43358,1.38809,1.85328,0.00113863,0.00113863,0.00113863
11,1500.18,1.38268,1.25831,1.61913,0.70626,0.55693,0.58716,0.39037,1.4483,1.39139,1.85411,0.00112625,0.00112625,0.00112625
12,1634.84,1.369,1.2428,1.60448,0.72124,0.56839,0.61319,0.40752,1.44962,1.36343,1.85806,0.00111388,0.00111388,0.00111388
13,1769.32,1.38376,1.24559,1.61359,0.75405,0.56623,0.60463,0.40658,1.42057,1.35574,1.83156,0.0011015,0.0011015,0.0011015
14,1903.84,1.35374,1.20062,1.5978,0.81477,0.49096,0.59032,0.39295,1.44572,1.36444,1.84772,0.00108913,0.00108913,0.00108913
15,2038,1.33951,1.19904,1.58321,0.77974,0.55838,0.60786,0.40761,1.46596,1.36222,1.85607,0.00107675,0.00107675,0.00107675
