epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,26.3911,1.4193,11.8124,1.37894,0.03495,1,0.47553,0.28218,1.066,10.7472,1.15731,0.000375,0.000375,0.000375
2,50.3224,1.33336,7.65003,1.23399,0.87993,0.31757,0.63912,0.38411,1.25472,8.96642,1.25198,0.000754951,0.000754951,0.000754951
3,75.1912,1.3272,6.73752,1.20993,0.83098,0.61422,0.68983,0.35699,1.56599,6.92094,1.55227,0.00112723,0.00112723,0.00112723
4,100.979,1.26123,6.42283,1.18017,0.6076,0.72684,0.71887,0.37416,1.71225,6.37565,1.70417,0.00121287,0.00121287,0.00121287
5,125.702,1.2852,5.59824,1.18027,0.64845,0.72688,0.71523,0.45435,1.27285,4.72667,1.20754,0.0012005,0.0012005,0.0012005
6,150.496,1.25392,5.03534,1.18418,0.89578,0.66005,0.73555,0.47051,1.28736,3.52851,1.21577,0.00118812,0.00118812,0.00118812
7,174.979,1.25793,4.58103,1.17501,0.88179,0.67392,0.72489,0.42263,1.53446,3.06189,1.43593,0.00117575,0.00117575,0.00117575
8,199.312,1.20323,4.39775,1.14316,0.64983,0.73229,0.72451,0.47784,1.18373,3.12557,1.14583,0.00116337,0.00116337,0.00116337
9,222.902,1.22685,3.96053,1.15304,0.67328,0.75516,0.73212,0.48002,1.20482,2.55676,1.15859,0.001151,0.001151,0.001151
10,248.622,1.21562,3.83961,1.15375,0.9103,0.64537,0.71485,0.43178,1.47576,3.09524,1.33001,0.00113863,0.00113863,0.00113863
11,272.457,1.19087,3.63896,1.14444,0.88683,0.68886,0.71321,0.468,1.14952,2.18028,1.12029,0.00112625,0.00112625,0.00112625
12,297.112,1.20706,3.43366,1.14366,0.87337,0.69634,0.73828,0.47358,1.20067,2.18098,1.16395,0.00111388,0.00111388,0.00111388
13,321.301,1.23405,3.32819,1.1651,0.85284,0.66684,0.70744,0.43916,1.31712,2.36991,1.23601,0.0011015,0.0011015,0.0011015
14,346.997,1.20254,3.02783,1.14488,0.91076,0.671,0.77481,0.46642,1.46391,2.29982,1.34096,0.00108913,0.00108913,0.00108913
15,371.213,1.19315,2.94873,1.13848,0.68428,0.81419,0.78156,0.5431,1.09977,1.87979,1.09416,0.00107675,0.00107675,0.00107675
16,395.909,1.1796,2.97784,1.12792,0.91538,0.68284,0.77656,0.46481,1.49716,2.19733,1.3663,0.00106437,0.00106437,0.00106437
17,420.774,1.18956,2.83085,1.14134,0.89922,0.66984,0.76437,0.47918,1.35707,2.1189,1.24798,0.001052,0.001052,0.001052
18,445.398,1.19177,2.68219,1.13424,0.64537,0.77282,0.75712,0.50935,1.16848,1.88651,1.13043,0.00103962,0.00103962,0.00103962
19,469.173,1.17197,2.72293,1.13234,0.6353,0.77269,0.78495,0.53792,1.19692,1.9514,1.14245,0.00102725,0.00102725,0.00102725
20,494.768,1.16674,2.53992,1.13525,0.78543,0.81023,0.81827,0.55297,1.13965,1.91065,1.11755,0.00101488,0.00101488,0.00101488
21,519.202,1.17443,2.6355,1.14235,0.75229,0.82802,0.81704,0.56192,1.12666,1.91267,1.11592,0.0010025,0.0010025,0.0010025
22,543.778,1.15232,2.42579,1.12384,0.64895,0.80012,0.8061,0.54856,1.09859,1.84103,1.10826,0.000990125,0.000990125,0.000990125
23,568.357,1.1604,2.61631,1.11853,0.72439,0.85547,0.85779,0.59251,1.12115,1.87132,1.09806,0.00097775,0.00097775,0.00097775
24,592.023,1.11722,2.49775,1.11062,0.82079,0.82239,0.82298,0.56803,1.09696,1.88421,1.09706,0.000965375,0.000965375,0.000965375
25,617.231,1.16276,2.41745,1.13263,0.7768,0.78572,0.82035,0.57147,1.1057,1.87769,1.10424,0.000953,0.000953,0.000953
26,641.684,1.16042,2.34067,1.13661,0.83192,0.79321,0.84188,0.58431,1.10599,1.73906,1.10892,0.000940625,0.000940625,0.000940625
27,665.957,1.16044,2.33319,1.12585,0.89761,0.78449,0.85812,0.59148,1.11643,1.76902,1.10379,0.00092825,0.00092825,0.00092825
28,689.307,1.15722,2.34746,1.12383,0.88497,0.79814,0.8585,0.59775,1.12712,1.80379,1.09393,0.000915875,0.000915875,0.000915875
29,713.289,1.13842,2.28236,1.12051,0.80956,0.81348,0.84874,0.58898,1.08409,1.73827,1.09315,0.0009035,0.0009035,0.0009035
30,738.566,1.13111,2.2025,1.10899,0.81534,0.81205,0.86671,0.61084,1.1024,1.74342,1.09939,0.000891125,0.000891125,0.000891125
31,763.7,1.16021,2.22796,1.13176,0.90109,0.82919,0.87749,0.61478,1.09833,1.76986,1.0938,0.00087875,0.00087875,0.00087875
32,788.233,1.1245,2.16069,1.11581,0.79296,0.86567,0.87417,0.60227,1.09174,1.67287,1.09748,0.000866375,0.000866375,0.000866375
33,812.739,1.12788,2.12283,1.11927,0.77787,0.85599,0.86762,0.60407,1.11677,1.67387,1.10028,0.000854,0.000854,0.000854
34,837.283,1.1301,2.14417,1.12419,0.80039,0.79383,0.84913,0.60203,1.08905,1.8014,1.0866,0.000841625,0.000841625,0.000841625
35,861.392,1.14281,2.0565,1.10592,0.83867,0.86011,0.88706,0.61738,1.09669,1.62763,1.08845,0.00082925,0.00082925,0.00082925
36,886.372,1.13051,2.25964,1.12481,0.81742,0.83341,0.88051,0.60472,1.11795,1.73884,1.11334,0.000816875,0.000816875,0.000816875
37,910.741,1.12121,2.10203,1.10823,0.89859,0.84594,0.88271,0.60213,1.17781,1.76067,1.13636,0.0008045,0.0008045,0.0008045
38,934.748,1.12556,2.05224,1.11699,0.7989,0.83863,0.86105,0.6042,1.09505,1.75581,1.09374,0.000792125,0.000792125,0.000792125
39,958.714,1.12244,2.09777,1.11196,0.84204,0.89015,0.90807,0.63938,1.08241,1.68612,1.09165,0.00077975,0.00077975,0.00077975
40,982.942,1.09209,2.00718,1.08361,0.84442,0.92835,0.94527,0.66431,1.09083,1.56464,1.09866,0.000767375,0.000767375,0.000767375
41,1008.03,1.11408,1.94936,1.11387,0.81608,0.81755,0.86821,0.60531,1.11429,1.66008,1.10661,0.000755,0.000755,0.000755
42,1031.94,1.10569,1.96352,1.10398,0.76069,0.88738,0.86708,0.61066,1.0882,1.8629,1.08967,0.000742625,0.000742625,0.000742625
