epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.0168,1.45072,6.99775,1.28137,0.58578,0.68956,0.65686,0.40509,1.28084,3.87004,1.19159,0.000375,0.000375,0.000375
2,26.1215,1.31309,3.33368,1.17767,0.62129,0.68544,0.72029,0.45366,1.27149,3.20646,1.25259,0.000754951,0.000754951,0.000754951
3,37.7248,1.31909,2.75412,1.18331,0.7593,0.46174,0.53324,0.29146,1.43915,3.34956,1.33465,0.00112723,0.00112723,0.00112723
4,50.0188,1.31372,2.72832,1.19435,0.84122,0.43912,0.55639,0.27656,1.55894,3.52493,1.46522,0.00121287,0.00121287,0.00121287
5,62.039,1.27334,2.78261,1.16507,0.84667,0.64143,0.68285,0.32991,1.88256,3.18855,1.78212,0.0012005,0.0012005,0.0012005
6,74.3436,1.23716,2.70845,1.1692,0.83807,0.63371,0.69525,0.43755,1.24441,2.58778,1.2098,0.00118812,0.00118812,0.00118812
7,86.3634,1.23165,2.49645,1.14395,0.87461,0.68379,0.7051,0.45827,1.22017,2.10466,1.18656,0.00117575,0.00117575,0.00117575
8,98.5562,1.17677,2.45442,1.12388,0.90937,0.66399,0.73325,0.47224,1.22658,2.15859,1.18691,0.00116337,0.00116337,0.00116337
9,110.526,1.20544,2.36104,1.14237,0.86542,0.67706,0.74629,0.4433,1.52178,2.20463,1.36659,0.001151,0.001151,0.001151
10,122.703,1.24206,2.41597,1.17085,0.89506,0.70881,0.74816,0.43488,1.51387,2.19171,1.3651,0.00113863,0.00113863,0.00113863
11,134.408,1.19179,2.486,1.15388,0.92726,0.65896,0.73511,0.5065,1.12566,2.04281,1.10387,0.00112625,0.00112625,0.00112625
12,146.906,1.20942,2.39814,1.1442,0.91171,0.71361,0.78085,0.52242,1.19852,1.83845,1.14248,0.00111388,0.00111388,0.00111388
13,158.825,1.20055,2.31739,1.14991,0.8872,0.67823,0.74626,0.46798,1.36211,2.01858,1.26322,0.0011015,0.0011015,0.0011015
14,171.362,1.19643,2.28861,1.1394,0.92925,0.67926,0.80865,0.54692,1.19052,1.9091,1.14229,0.00108913,0.00108913,0.00108913
15,183.562,1.2184,2.20957,1.1524,0.90354,0.68122,0.72847,0.4976,1.16814,2.10194,1.12937,0.00107675,0.00107675,0.00107675
16,195.771,1.19304,2.33469,1.13051,0.90258,0.68918,0.74204,0.45946,1.362,2.03882,1.27816,0.00106437,0.00106437,0.00106437
17,207.885,1.18368,2.27332,1.14313,0.6938,0.791,0.80938,0.53858,1.26985,1.98851,1.18241,0.001052,0.001052,0.001052
18,220.071,1.18402,2.23098,1.14547,0.67037,0.79512,0.80742,0.55926,1.1774,1.90251,1.11856,0.00103962,0.00103962,0.00103962
19,232.168,1.15459,2.19133,1.12966,0.8731,0.69908,0.76641,0.53008,1.14072,1.93053,1.10689,0.00102725,0.00102725,0.00102725
20,244.381,1.15664,2.08838,1.13823,0.57859,0.72062,0.72794,0.49449,1.19383,2.01092,1.15311,0.00101488,0.00101488,0.00101488
21,256.961,1.19011,2.21929,1.15466,0.83746,0.80889,0.82333,0.55094,1.21578,1.81269,1.1514,0.0010025,0.0010025,0.0010025
22,268.448,1.14307,2.04371,1.1199,0.86044,0.74503,0.79607,0.50687,1.37332,1.91576,1.24941,0.000990125,0.000990125,0.000990125
23,280.542,1.18015,2.18129,1.14329,0.6581,0.8093,0.78062,0.52586,1.20408,1.85474,1.14696,0.00097775,0.00097775,0.00097775
24,292.897,1.14867,2.14521,1.13376,0.74575,0.81178,0.80491,0.53243,1.23418,1.7949,1.17387,0.000965375,0.000965375,0.000965375
25,305.298,1.15937,2.03777,1.13493,0.73438,0.83574,0.82938,0.58054,1.12485,1.72326,1.10047,0.000953,0.000953,0.000953
26,317.151,1.16428,2.00728,1.12972,0.78136,0.82095,0.84494,0.59619,1.16142,1.71729,1.12465,0.000940625,0.000940625,0.000940625
27,329.337,1.14468,2.02952,1.11949,0.80266,0.82639,0.83647,0.57494,1.17271,1.69654,1.12163,0.00092825,0.00092825,0.00092825
28,341.202,1.14351,2.07565,1.1252,0.68536,0.86829,0.8356,0.57899,1.13909,1.86505,1.11464,0.000915875,0.000915875,0.000915875
29,353.68,1.12511,1.94957,1.11048,0.77701,0.84936,0.85963,0.60382,1.13512,1.7131,1.11493,0.0009035,0.0009035,0.0009035
30,366.242,1.12448,1.99473,1.10564,0.83281,0.82086,0.85707,0.55645,1.33752,1.96164,1.24039,0.000891125,0.000891125,0.000891125
31,378.981,1.14102,2.01522,1.11226,0.81699,0.85699,0.8535,0.57718,1.15266,1.70337,1.12348,0.00087875,0.00087875,0.00087875
32,390.968,1.14319,1.94427,1.11166,0.8016,0.89108,0.89114,0.62343,1.10947,1.58424,1.0836,0.000866375,0.000866375,0.000866375
33,403.047,1.18167,1.9709,1.13282,0.72694,0.85894,0.85612,0.58096,1.17578,1.70093,1.1186,0.000854,0.000854,0.000854
34,415.172,1.17435,2.08732,1.13154,0.83245,0.80939,0.84322,0.56822,1.16438,1.7749,1.11824,0.000841625,0.000841625,0.000841625
35,427.082,1.16026,1.93798,1.12492,0.78909,0.83921,0.87365,0.5944,1.16557,1.80445,1.12709,0.00082925,0.00082925,0.00082925
36,439.623,1.11951,2.056,1.11965,0.84086,0.84232,0.85393,0.57742,1.21826,1.635,1.15346,0.000816875,0.000816875,0.000816875
37,451.942,1.12239,1.92233,1.1061,0.84462,0.86951,0.87831,0.61264,1.10808,1.62524,1.09354,0.0008045,0.0008045,0.0008045
38,463.783,1.1117,1.85308,1.10524,0.78563,0.84762,0.83955,0.59136,1.08499,1.60495,1.07366,0.000792125,0.000792125,0.000792125
39,476.191,1.10301,1.90035,1.09508,0.79921,0.82366,0.85146,0.58387,1.12816,1.73603,1.10456,0.00077975,0.00077975,0.00077975
40,488.396,1.09079,1.82952,1.08143,0.82022,0.87993,0.88983,0.61595,1.07855,1.67837,1.0765,0.000767375,0.000767375,0.000767375
41,500.513,1.11518,1.82527,1.10543,0.8667,0.76944,0.86839,0.60506,1.05215,1.66712,1.06865,0.000755,0.000755,0.000755
