epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.8905,1.39193,8.83062,1.35605,0.00907,0.9554,0.32583,0.18646,1.18291,9.91792,0.99151,0.000375,0.000375,0.000375
2,28.1281,1.34896,4.962,1.40054,0.9171,0.20035,0.56356,0.30359,1.19622,8.82689,0.99936,0.000754951,0.000754951,0.000754951
3,41.9993,1.27853,4.35247,1.35472,0.77493,0.22289,0.4676,0.26261,1.24548,7.6604,1.25848,0.00112723,0.00112723,0.00112723
4,55.4872,1.25788,4.12256,1.39251,0.90893,0.66344,0.70581,0.42856,1.33015,4.97391,1.68889,0.00121287,0.00121287,0.00121287
5,69.3751,1.25143,3.86062,1.40952,0.66699,0.74508,0.7396,0.47049,1.18909,3.79319,1.51198,0.0012005,0.0012005,0.0012005
6,83.5708,1.24397,3.67981,1.41841,0.6778,0.79055,0.74682,0.47637,1.27495,3.74891,1.59778,0.00118812,0.00118812,0.00118812
7,97.7604,1.21844,3.43647,1.39325,0.9153,0.69444,0.72703,0.48099,1.20082,2.92336,1.64833,0.00117575,0.00117575,0.00117575
8,111.463,1.1744,3.38086,1.37476,0.62045,0.85161,0.70919,0.46629,1.14358,3.05188,1.49877,0.00116337,0.00116337,0.00116337
9,125.11,1.19581,3.26081,1.38897,0.60201,0.75265,0.73365,0.49595,1.15167,2.70902,1.54391,0.001151,0.001151,0.001151
10,139.244,1.19592,3.1404,1.41035,0.94257,0.64864,0.73119,0.47023,1.20157,2.49582,1.6515,0.00113863,0.00113863,0.00113863
11,153.005,1.17027,3.13282,1.41899,0.90044,0.68483,0.70393,0.46888,1.14469,2.84412,1.58755,0.00112625,0.00112625,0.00112625
12,166.634,1.20031,3.09254,1.42069,0.89522,0.69155,0.72771,0.4876,1.15484,2.53925,1.51101,0.00111388,0.00111388,0.00111388
13,180.316,1.22662,3.02283,1.44649,0.92636,0.67251,0.73603,0.46929,1.21854,2.31914,1.59891,0.0011015,0.0011015,0.0011015
14,195.098,1.19595,2.8217,1.38587,0.64095,0.77282,0.75024,0.48335,1.17031,2.36254,1.53819,0.00108913,0.00108913,0.00108913
15,209.001,1.19487,2.8205,1.40057,0.73757,0.77846,0.77777,0.53028,1.11883,2.26732,1.55261,0.00107675,0.00107675,0.00107675
16,223.044,1.16463,2.82231,1.38468,0.63564,0.82691,0.79019,0.52127,1.2195,2.40506,1.68099,0.00106437,0.00106437,0.00106437
17,237.064,1.20358,2.93184,1.412,0.66481,0.76101,0.75379,0.50598,1.17012,2.42398,1.59792,0.001052,0.001052,0.001052
18,251.062,1.19094,2.67583,1.41443,0.679,0.77475,0.76614,0.50261,1.21024,2.25496,1.56154,0.00103962,0.00103962,0.00103962
19,264.362,1.1745,2.70242,1.39898,0.91978,0.69475,0.75803,0.51736,1.12918,2.22493,1.55707,0.00102725,0.00102725,0.00102725
20,278.331,1.16515,2.549,1.40237,0.91122,0.69298,0.73938,0.49906,1.16051,2.10369,1.61212,0.00101488,0.00101488,0.00101488
21,292.382,1.16779,2.52543,1.42213,0.68098,0.82033,0.76501,0.52186,1.13933,2.16858,1.56602,0.0010025,0.0010025,0.0010025
22,306.568,1.1316,2.41093,1.38889,0.937,0.6761,0.75866,0.51899,1.13277,2.01062,1.58091,0.000990125,0.000990125,0.000990125
23,320.606,1.18537,2.5135,1.45516,0.69307,0.77066,0.76444,0.52142,1.14023,2.08454,1.61138,0.00097775,0.00097775,0.00097775
24,334.13,1.13383,2.43665,1.3813,0.68882,0.81023,0.79625,0.52031,1.20283,2.25217,1.6972,0.000965375,0.000965375,0.000965375
25,348.408,1.17547,2.39694,1.42642,0.71673,0.80304,0.79224,0.54046,1.1182,2.03434,1.57578,0.000953,0.000953,0.000953
