epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,633.37,1.47124,3.9442,1.82847,0.19029,0.67195,0.26042,0.12144,1.70078,30.2303,2.6017,0.000375,0.000375,0.000375
2,1145.53,1.30237,1.51567,1.6182,0.05124,0.18722,0.03965,0.01183,2.77037,31.9394,7.31838,0.000754951,0.000754951,0.000754951
3,1719.1,1.3765,1.24573,1.678,0.01568,0.03067,0.00666,0.00161,4.98431,inf,26.226,0.00112723,0.00112723,0.00112723
4,2181.51,1.36894,1.12609,1.6063,0.06999,0.32155,0.06971,0.0212,1.90719,inf,3.56329,0.00121287,0.00121287,0.00121287
5,2721.58,1.3563,0.95867,1.62636,0.70757,0.71399,0.66913,0.39943,1.38402,2.17461,2.00028,0.0012005,0.0012005,0.0012005
6,3145.97,1.23491,0.94157,1.50847,0.85419,0.67763,0.68671,0.38762,1.5202,0.99674,2.25257,0.00118812,0.00118812,0.00118812
7,3629.68,1.23898,0.84834,1.51739,0.83506,0.67931,0.69673,0.42617,1.32102,0.92223,1.93602,0.00117575,0.00117575,0.00117575
8,4200.95,1.27673,0.90039,1.56412,0.77828,0.6561,0.67005,0.34661,1.65495,0.87547,2.3566,0.00116337,0.00116337,0.00116337
9,4721.48,1.24122,0.81676,1.52845,0.85585,0.69039,0.72473,0.47849,1.1517,0.75154,1.6738,0.001151,0.001151,0.001151
10,5239.91,1.2049,0.7648,1.4896,0.89698,0.69467,0.72617,0.44719,1.44195,0.70819,2.01002,0.00113863,0.00113863,0.00113863
11,5800.53,1.22494,0.79776,1.5254,0.91195,0.69545,0.72355,0.48353,1.17091,0.64215,1.68458,0.00112625,0.00112625,0.00112625
12,6337.9,1.20727,0.81521,1.54287,0.88556,0.72629,0.72333,0.4881,1.11399,0.65658,1.62517,0.00111388,0.00111388,0.00111388
13,6864.13,1.21083,0.8145,1.52652,0.91107,0.70161,0.78371,0.52911,1.10854,0.66288,1.5999,0.0011015,0.0011015,0.0011015
14,7297.57,1.20121,0.78485,1.4798,0.88855,0.72562,0.74018,0.49574,1.15107,0.72572,1.64646,0.00108913,0.00108913,0.00108913
15,7747.86,1.19647,0.75678,1.47135,0.91178,0.6897,0.73557,0.4992,1.14073,0.63776,1.63925,0.00107675,0.00107675,0.00107675
16,8311.26,1.18959,0.74551,1.47299,0.90973,0.70143,0.73754,0.49937,1.16193,0.61505,1.64874,0.00106437,0.00106437,0.00106437
17,8859.02,1.15821,0.74979,1.48581,0.89459,0.69463,0.73542,0.49871,1.18792,0.61383,1.70795,0.001052,0.001052,0.001052
18,9308.84,1.15698,0.74584,1.43607,0.8723,0.70326,0.72237,0.50413,1.10845,0.59722,1.62361,0.00103962,0.00103962,0.00103962
19,9855.18,1.15005,0.71851,1.47049,0.88269,0.67206,0.7163,0.49261,1.13854,0.62775,1.62628,0.00102725,0.00102725,0.00102725
20,10508.6,1.16916,0.71361,1.46355,0.89174,0.67447,0.73016,0.50045,1.12969,0.65768,1.64199,0.00101488,0.00101488,0.00101488
21,11019.6,1.15092,0.7138,1.44485,0.87184,0.68954,0.74628,0.50819,1.16871,0.64839,1.64734,0.0010025,0.0010025,0.0010025
22,11486,1.142,0.71335,1.41971,0.90011,0.68303,0.74128,0.50523,1.16703,0.62396,1.65092,0.000990125,0.000990125,0.000990125
23,12105.4,1.12363,0.7157,1.42338,0.88699,0.70691,0.74019,0.5131,1.1567,0.58389,1.68456,0.00097775,0.00097775,0.00097775
24,12611.3,1.15344,0.71859,1.46423,0.93088,0.67213,0.74615,0.51864,1.14549,0.61301,1.64073,0.000965375,0.000965375,0.000965375
25,13056.6,1.13653,0.69177,1.43049,0.90847,0.68495,0.75177,0.53571,1.07799,0.58323,1.56339,0.000953,0.000953,0.000953
26,13527.1,1.11074,0.68141,1.41642,0.90094,0.68622,0.75691,0.51818,1.14409,0.61893,1.66417,0.000940625,0.000940625,0.000940625
27,14005.9,1.13319,0.69991,1.4278,0.88795,0.72147,0.74887,0.48998,1.25644,0.63807,1.77407,0.00092825,0.00092825,0.00092825
28,14543.1,1.15226,0.72639,1.44813,0.92489,0.69378,0.74566,0.51781,1.10732,0.59043,1.60881,0.000915875,0.000915875,0.000915875
29,15051.7,1.1025,0.70779,1.42805,0.89925,0.67476,0.74559,0.50957,1.14046,0.62136,1.63623,0.0009035,0.0009035,0.0009035
30,15454.1,1.10448,0.67729,1.44878,0.89285,0.67954,0.73879,0.5015,1.16215,0.61013,1.68312,0.000891125,0.000891125,0.000891125
31,15903,1.1391,0.65274,1.42397,0.9028,0.6679,0.72997,0.45367,1.40025,0.72131,1.95338,0.00087875,0.00087875,0.00087875
32,16418.6,1.10795,0.67058,1.3974,0.91176,0.70462,0.7494,0.52449,1.07846,0.58243,1.57858,0.000866375,0.000866375,0.000866375
33,16858.7,1.13111,0.66503,1.40475,0.59693,0.8846,0.73576,0.51252,1.10805,0.6447,1.6085,0.000854,0.000854,0.000854
34,17322.1,1.12925,0.66267,1.41302,0.89744,0.69884,0.72195,0.4993,1.07139,0.56459,1.57376,0.000841625,0.000841625,0.000841625
35,17783.5,1.11479,0.66407,1.39981,0.88155,0.69855,0.73799,0.514,1.11528,0.58715,1.60651,0.00082925,0.00082925,0.00082925
36,18284.4,1.12116,0.70929,1.42284,0.91843,0.68269,0.74195,0.51654,1.12514,0.57846,1.61511,0.000816875,0.000816875,0.000816875
37,18766.8,1.13229,0.66466,1.39381,0.92606,0.68357,0.73097,0.51092,1.08318,0.58065,1.5685,0.0008045,0.0008045,0.0008045
38,19279.5,1.09141,0.64747,1.39978,0.91484,0.70699,0.7438,0.52519,1.07798,0.54832,1.5622,0.000792125,0.000792125,0.000792125
39,19718.2,1.08966,0.66218,1.38315,0.90338,0.65847,0.7825,0.54242,1.14637,0.60645,1.65512,0.00077975,0.00077975,0.00077975
40,20174.2,1.09307,0.63302,1.3886,0.58385,0.76712,0.73314,0.51973,1.11428,0.57535,1.60638,0.000767375,0.000767375,0.000767375
41,20658.9,1.07593,0.6273,1.40158,0.6376,0.80439,0.78865,0.5544,1.096,0.56669,1.58771,0.000755,0.000755,0.000755
42,21113,1.11084,0.62831,1.41675,0.68156,0.83775,0.79834,0.55175,1.12463,0.57664,1.61005,0.000742625,0.000742625,0.000742625
43,21635.7,1.07666,0.60713,1.40159,0.66551,0.78248,0.77193,0.54027,1.11342,0.57101,1.58911,0.00073025,0.00073025,0.00073025
44,22108.7,1.07822,0.63185,1.4132,0.7517,0.80119,0.78519,0.551,1.14873,0.60093,1.61938,0.000717875,0.000717875,0.000717875
45,22560.7,1.08519,0.62808,1.39696,0.76974,0.74119,0.79405,0.55796,1.14302,0.55896,1.61085,0.0007055,0.0007055,0.0007055
46,22990.9,1.08596,0.63109,1.40163,0.63467,0.81609,0.80433,0.55472,1.14259,0.55735,1.63306,0.000693125,0.000693125,0.000693125
47,23462.1,1.06865,0.59575,1.38732,0.82853,0.76839,0.80414,0.5579,1.09162,0.57017,1.58979,0.00068075,0.00068075,0.00068075
48,23937.1,1.06179,0.60263,1.37816,0.84885,0.74518,0.80019,0.54896,1.13518,0.57147,1.63961,0.000668375,0.000668375,0.000668375
49,24408.1,1.1038,0.62707,1.39424,0.80322,0.78685,0.79854,0.54896,1.11901,0.61412,1.61148,0.000656,0.000656,0.000656
50,24836.8,1.09743,0.61864,1.41517,0.80163,0.81428,0.83326,0.57346,1.13868,0.57555,1.63628,0.000643625,0.000643625,0.000643625
51,25263.9,1.06054,0.61476,1.40026,0.78415,0.84305,0.85162,0.5895,1.09924,0.57697,1.58123,0.00063125,0.00063125,0.00063125
52,25762.1,1.06503,0.58406,1.37732,0.82415,0.88066,0.8824,0.62949,1.09497,0.51716,1.57943,0.000618875,0.000618875,0.000618875
53,26203.6,1.04351,0.5758,1.36342,0.81216,0.77571,0.8395,0.58517,1.07541,0.55517,1.57476,0.0006065,0.0006065,0.0006065
54,26671.5,1.04753,0.59705,1.37768,0.82436,0.80596,0.851,0.59959,1.09833,0.55975,1.57653,0.000594125,0.000594125,0.000594125
55,27104.7,1.08775,0.57836,1.43018,0.78829,0.81816,0.84114,0.59087,1.08174,0.56353,1.56405,0.00058175,0.00058175,0.00058175
56,27582.5,1.02681,0.55791,1.34377,0.81311,0.82197,0.8565,0.58759,1.11268,0.55631,1.61253,0.000569375,0.000569375,0.000569375
57,28076.4,1.05692,0.56086,1.36461,0.70145,0.83486,0.83866,0.58796,1.11752,0.54411,1.57886,0.000557,0.000557,0.000557
58,28524.3,1.04459,0.53974,1.34698,0.77917,0.80023,0.79187,0.5566,1.12703,0.5601,1.61562,0.000544625,0.000544625,0.000544625
59,29017.6,1.05528,0.57006,1.34245,0.77826,0.86081,0.86127,0.60335,1.083,0.52131,1.57655,0.00053225,0.00053225,0.00053225
60,29522.8,1.06048,0.52992,1.37941,0.79314,0.85072,0.86695,0.60502,1.10318,0.51793,1.57745,0.000519875,0.000519875,0.000519875
61,29968.3,1.04375,0.5777,1.34125,0.85382,0.8537,0.87573,0.6163,1.08824,0.50188,1.57524,0.0005075,0.0005075,0.0005075
62,30424.9,1.05428,0.57983,1.37736,0.83886,0.819,0.85921,0.60294,1.09189,0.52072,1.58389,0.000495125,0.000495125,0.000495125
63,30871.6,1.04712,0.57356,1.34599,0.79223,0.90141,0.86008,0.60572,1.11402,0.5287,1.59541,0.00048275,0.00048275,0.00048275
64,31339.2,1.05298,0.55997,1.39343,0.69681,0.83454,0.81989,0.57311,1.14737,0.53714,1.61018,0.000470375,0.000470375,0.000470375
65,31826.8,1.03421,0.5418,1.35418,0.76801,0.80067,0.80951,0.57286,1.07416,0.52965,1.55214,0.000458,0.000458,0.000458
66,32235.4,1.01794,0.54723,1.31582,0.79071,0.82957,0.85767,0.6028,1.06484,0.51914,1.54981,0.000445625,0.000445625,0.000445625
67,32777.2,1.04642,0.53925,1.3676,0.8112,0.86378,0.88052,0.62053,1.09152,0.51865,1.56628,0.00043325,0.00043325,0.00043325
68,33286.4,1.05303,0.54449,1.37072,0.77959,0.81248,0.83085,0.58832,1.0724,0.52136,1.5582,0.000420875,0.000420875,0.000420875
69,33733.6,1.01967,0.52632,1.35741,0.7694,0.84596,0.81593,0.57215,1.06981,0.53585,1.55247,0.0004085,0.0004085,0.0004085
70,34253.2,1.01398,0.50651,1.35247,0.7794,0.85285,0.83318,0.59134,1.10538,0.51993,1.58968,0.000396125,0.000396125,0.000396125
71,34753.4,1.03867,0.53149,1.36436,0.7772,0.85254,0.86589,0.57472,1.29499,0.55198,1.83383,0.00038375,0.00038375,0.00038375
72,35252.4,0.99329,0.50712,1.31724,0.85735,0.82333,0.86338,0.59837,1.09407,0.48619,1.57325,0.000371375,0.000371375,0.000371375
