epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.5628,1.40394,8.17263,1.23774,0.00796,0.80212,0.32802,0.17987,1.12591,9.32428,1.03153,0.000375,0.000375,0.000375
2,25.3539,1.27953,4.6659,1.16718,0.31596,0.76177,0.66408,0.4252,1.11684,8.06779,1.09238,0.000754951,0.000754951,0.000754951
3,37.1859,1.29031,4.00541,1.17246,0.8371,0.62599,0.69144,0.43428,1.18126,5.68537,1.15568,0.00112723,0.00112723,0.00112723
4,48.8424,1.26976,3.78998,1.15542,0.89762,0.6567,0.71045,0.42921,1.28233,3.56638,1.2241,0.00121287,0.00121287,0.00121287
5,60.8616,1.24051,3.66642,1.14057,0.90723,0.67609,0.7268,0.46452,1.19701,3.15825,1.16344,0.0012005,0.0012005,0.0012005
6,72.9611,1.19359,3.37531,1.13187,0.86787,0.70074,0.72263,0.47694,1.18904,2.79958,1.14277,0.00118812,0.00118812,0.00118812
7,84.7618,1.21701,3.17052,1.13796,0.88118,0.67108,0.71548,0.45902,1.21534,2.34224,1.17129,0.00117575,0.00117575,0.00117575
8,96.5565,1.15869,3.16872,1.11721,0.8714,0.68827,0.71916,0.48539,1.09411,2.22409,1.09051,0.00116337,0.00116337,0.00116337
9,108.311,1.18779,3.05383,1.12368,0.86587,0.68697,0.72504,0.45275,1.27728,2.63984,1.18963,0.001151,0.001151,0.001151
10,120.062,1.22011,3.07132,1.14052,0.87337,0.66223,0.71613,0.48363,1.13586,2.24328,1.11793,0.00113863,0.00113863,0.00113863
11,131.728,1.17631,2.95165,1.13212,0.91262,0.68202,0.74036,0.50021,1.12938,2.04038,1.09706,0.00112625,0.00112625,0.00112625
12,143.508,1.18615,2.80587,1.12967,0.86484,0.68353,0.71344,0.5008,1.09896,2.05522,1.08954,0.00111388,0.00111388,0.00111388
13,155.498,1.17811,2.74173,1.13523,0.9224,0.66563,0.74829,0.51356,1.11251,1.89375,1.09031,0.0011015,0.0011015,0.0011015
14,167.718,1.17794,2.67344,1.1164,0.88816,0.71101,0.76937,0.52626,1.1717,2.10421,1.1215,0.00108913,0.00108913,0.00108913
15,179.526,1.17215,2.60225,1.11638,0.92445,0.68082,0.76768,0.47095,1.38259,2.43223,1.25353,0.00107675,0.00107675,0.00107675
16,191.155,1.15794,2.58275,1.10531,0.90444,0.67485,0.73236,0.50294,1.08701,1.94895,1.08893,0.00106437,0.00106437,0.00106437
17,203.447,1.15325,2.53064,1.1088,0.57754,0.75954,0.73382,0.50663,1.15262,2.12714,1.11642,0.001052,0.001052,0.001052
18,215.296,1.17423,2.56834,1.11914,0.67543,0.74685,0.7507,0.51732,1.20279,1.9573,1.13303,0.00103962,0.00103962,0.00103962
19,227.404,1.1426,2.51021,1.10866,0.92697,0.68544,0.74495,0.52051,1.12731,1.82197,1.10084,0.00102725,0.00102725,0.00102725
20,239.386,1.14381,2.32956,1.11655,0.91176,0.71846,0.756,0.48188,1.24614,1.94445,1.18262,0.00101488,0.00101488,0.00101488
21,251.434,1.15391,2.4194,1.11682,0.67191,0.7312,0.75766,0.50569,1.19717,1.94993,1.14271,0.0010025,0.0010025,0.0010025
22,262.728,1.13537,2.25685,1.0929,0.91523,0.70191,0.73127,0.49083,1.26017,1.95937,1.1952,0.000990125,0.000990125,0.000990125
23,274.73,1.17753,2.39395,1.13422,0.60606,0.76008,0.76593,0.53655,1.10355,1.93405,1.09326,0.00097775,0.00097775,0.00097775
24,286.557,1.1449,2.35614,1.11348,0.91636,0.72089,0.76939,0.54808,1.07782,1.8379,1.08152,0.000965375,0.000965375,0.000965375
25,298.57,1.13981,2.24158,1.10879,0.71555,0.75262,0.76812,0.54123,1.11724,1.85506,1.09164,0.000953,0.000953,0.000953
26,310.354,1.12972,2.19639,1.10385,0.83598,0.73314,0.76756,0.52099,1.13869,1.8196,1.10386,0.000940625,0.000940625,0.000940625
27,322.346,1.13524,2.21851,1.10053,0.86971,0.74314,0.77631,0.53273,1.17864,1.81895,1.10792,0.00092825,0.00092825,0.00092825
28,333.871,1.12907,2.22801,1.09695,0.78675,0.78269,0.79535,0.55086,1.14164,1.89757,1.10339,0.000915875,0.000915875,0.000915875
29,346.402,1.09954,2.11372,1.09433,0.71347,0.76829,0.77829,0.55304,1.08587,1.80342,1.0746,0.0009035,0.0009035,0.0009035
30,358.525,1.10588,2.06609,1.09354,0.77842,0.72923,0.75404,0.49145,1.25211,2.07196,1.19079,0.000891125,0.000891125,0.000891125
31,370.741,1.15547,2.24094,1.11558,0.83977,0.72932,0.77905,0.54003,1.10842,1.78255,1.08636,0.00087875,0.00087875,0.00087875
32,382.668,1.11897,2.07314,1.0982,0.69767,0.79062,0.79143,0.55088,1.10516,1.74291,1.08975,0.000866375,0.000866375,0.000866375
33,394.68,1.11338,2.02174,1.10436,0.81122,0.73935,0.78992,0.54908,1.13056,1.9345,1.10411,0.000854,0.000854,0.000854
34,406.356,1.14601,2.1378,1.11178,0.82868,0.78984,0.8234,0.5858,1.09701,1.70332,1.07802,0.000841625,0.000841625,0.000841625
35,417.742,1.12652,1.97776,1.09953,0.81967,0.77351,0.80404,0.54097,1.18343,1.81997,1.1368,0.00082925,0.00082925,0.00082925
36,429.401,1.11045,2.15662,1.10521,0.87902,0.78036,0.81375,0.55615,1.12828,1.76005,1.1073,0.000816875,0.000816875,0.000816875
37,441.409,1.09041,2.05672,1.08162,0.82619,0.76523,0.83836,0.58259,1.10365,1.69079,1.08419,0.0008045,0.0008045,0.0008045
38,453.307,1.08396,1.91206,1.08213,0.7872,0.86497,0.86484,0.60348,1.11916,1.69694,1.08626,0.000792125,0.000792125,0.000792125
39,465.518,1.0966,2.01784,1.08497,0.82465,0.81969,0.83689,0.58529,1.09942,1.74374,1.07817,0.00077975,0.00077975,0.00077975
40,477.569,1.06356,1.84688,1.06103,0.81654,0.86809,0.88944,0.62188,1.13659,1.90174,1.109,0.000767375,0.000767375,0.000767375
41,489.441,1.11107,1.86015,1.08955,0.75775,0.726,0.77516,0.51941,1.17132,1.8583,1.12999,0.000755,0.000755,0.000755
42,501.313,1.09571,1.78531,1.08519,0.81045,0.82974,0.85939,0.57685,1.20688,1.87064,1.14566,0.000742625,0.000742625,0.000742625
43,512.506,1.09254,1.85746,1.07979,0.87979,0.7512,0.84496,0.59587,1.09253,1.79878,1.0654,0.00073025,0.00073025,0.00073025
44,524.469,1.08009,1.87634,1.07407,0.83772,0.7975,0.83811,0.59729,1.09008,1.75255,1.07622,0.000717875,0.000717875,0.000717875
45,536.248,1.07674,1.82668,1.07234,0.83091,0.90346,0.89224,0.61819,1.15537,1.72985,1.12209,0.0007055,0.0007055,0.0007055
46,547.827,1.09563,1.80753,1.0791,0.82447,0.87814,0.89169,0.61596,1.15156,1.7199,1.11906,0.000693125,0.000693125,0.000693125
