epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.417,1.38299,36.3011,0.0084,0.47004,0.32634,0.20812,0.12701,1.19617,25.642,0.01106,0.000375,0.000375,0.000375
2,29.9029,1.34224,10.8548,0.00804,0.83471,0.65376,0.6531,0.41163,1.38223,5.95471,0.01312,0.000754951,0.000754951,0.000754951
3,43.1422,1.37817,4.91733,0.00844,0.54481,0.78998,0.66108,0.36883,1.6153,3.16355,0.01528,0.00112723,0.00112723,0.00112723
4,56.7627,1.34719,3.25509,0.00805,0.88627,0.63896,0.68669,0.40816,1.49788,2.18569,0.01415,0.00121287,0.00121287,0.00121287
5,70.6097,1.3495,3.05056,0.00798,0.85964,0.62001,0.6721,0.38662,1.51643,2.1785,0.01434,0.0012005,0.0012005,0.0012005
6,84.6385,1.2865,2.79859,0.00766,0.87605,0.65178,0.68667,0.45112,1.20557,1.86688,0.01129,0.00118812,0.00118812,0.00118812
7,97.8445,1.29727,2.46154,0.0075,0.88515,0.66505,0.70312,0.47457,1.14512,1.62201,0.01065,0.00117575,0.00117575,0.00117575
8,111.665,1.27246,2.40302,0.00744,0.87531,0.68999,0.70072,0.47695,1.11469,1.60126,0.0105,0.00116337,0.00116337,0.00116337
9,125.729,1.263,2.28004,0.00757,0.85364,0.69522,0.71455,0.48185,1.20262,1.7565,0.0113,0.001151,0.001151,0.001151
10,138.88,1.27167,2.27405,0.00752,0.88951,0.69321,0.75059,0.50626,1.20905,1.74676,0.01147,0.00113863,0.00113863,0.00113863
11,152.622,1.25376,2.32098,0.00768,0.74617,0.73313,0.75415,0.51937,1.1361,1.56029,0.01052,0.00112625,0.00112625,0.00112625
12,166.534,1.28811,2.2814,0.0078,0.68473,0.77431,0.75319,0.49385,1.33061,1.65598,0.01251,0.00111388,0.00111388,0.00111388
13,180.666,1.2982,2.12175,0.00805,0.77944,0.81038,0.82128,0.56586,1.14376,1.54777,0.01089,0.0011015,0.0011015,0.0011015
14,194.935,1.23721,2.02929,0.00723,0.75115,0.7344,0.78269,0.53722,1.18229,1.76282,0.01133,0.00108913,0.00108913,0.00108913
15,208.651,1.24399,2.02544,0.00734,0.72232,0.77611,0.79911,0.5275,1.22386,1.53016,0.01167,0.00107675,0.00107675,0.00107675
16,222.195,1.24733,2.23158,0.00725,0.74799,0.86558,0.84258,0.54103,1.37429,1.68607,0.01299,0.00106437,0.00106437,0.00106437
17,236.019,1.23355,1.98439,0.00712,0.9034,0.775,0.86272,0.58446,1.24261,1.50989,0.01173,0.001052,0.001052,0.001052
18,249.778,1.22631,1.90373,0.00727,0.78437,0.8515,0.82664,0.57031,1.09711,1.50328,0.01016,0.00103962,0.00103962,0.00103962
19,263.632,1.24854,1.91262,0.00734,0.76936,0.84123,0.84937,0.56549,1.20576,1.55041,0.01149,0.00102725,0.00102725,0.00102725
20,277.379,1.19734,1.88063,0.00728,0.70469,0.84113,0.80559,0.55572,1.1666,1.84885,0.01102,0.00101488,0.00101488,0.00101488
21,291.18,1.24008,1.97702,0.00745,0.68682,0.80802,0.7904,0.54997,1.19283,1.56242,0.01131,0.0010025,0.0010025,0.0010025
22,304.609,1.19447,1.73569,0.00688,0.92151,0.69912,0.80301,0.53401,1.24963,1.50004,0.01185,0.000990125,0.000990125,0.000990125
23,318.182,1.22947,1.93456,0.0075,0.72413,0.77848,0.81959,0.56572,1.12832,1.566,0.01054,0.00097775,0.00097775,0.00097775
24,332.219,1.19115,1.75309,0.00689,0.82988,0.80023,0.85775,0.58018,1.17487,1.51087,0.01085,0.000965375,0.000965375,0.000965375
25,346.13,1.23528,1.7924,0.00735,0.75462,0.84524,0.8397,0.56301,1.18954,1.5823,0.01112,0.000953,0.000953,0.000953
26,359.593,1.22902,1.8684,0.00731,0.75567,0.78342,0.79107,0.50623,1.48433,1.68985,0.01389,0.000940625,0.000940625,0.000940625
27,373.24,1.22542,1.84141,0.00698,0.89457,0.74745,0.82518,0.56311,1.19284,1.41605,0.01134,0.00092825,0.00092825,0.00092825
28,386.801,1.22039,1.78303,0.0071,0.82972,0.80906,0.85408,0.59323,1.14378,1.58442,0.01064,0.000915875,0.000915875,0.000915875
29,400.883,1.25448,1.70312,0.00743,0.91004,0.72885,0.84307,0.57483,1.23697,1.51806,0.01187,0.0009035,0.0009035,0.0009035
