epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,388.098,1.26251,1.84876,0.00756,0.7588,0.7986,0.82183,0.5594,1.20593,1.74587,0.01164,0.0010025,0.0010025,0.0010025
22,406.144,1.22625,1.71987,0.00712,0.87199,0.79777,0.88074,0.59932,1.21805,1.34581,0.01145,0.000990125,0.000990125,0.000990125
23,424.309,1.25631,1.87985,0.0077,0.91954,0.8116,0.892,0.59829,1.21046,1.50516,0.01116,0.00097775,0.00097775,0.00097775
24,442.297,1.2442,1.76462,0.00728,0.88027,0.8916,0.93522,0.6021,1.31691,1.46325,0.01226,0.000965375,0.000965375,0.000965375
25,460.403,1.25031,1.72456,0.00753,0.84398,0.79441,0.8706,0.5898,1.16444,1.52671,0.01067,0.000953,0.000953,0.000953
26,478.452,1.25711,1.69298,0.00746,0.80973,0.86781,0.8807,0.6039,1.22053,1.44635,0.0113,0.000940625,0.000940625,0.000940625
27,496.569,1.25951,1.7175,0.00719,0.85466,0.78273,0.85684,0.57469,1.15819,1.44221,0.01077,0.00092825,0.00092825,0.00092825
28,514.63,1.26042,1.80978,0.00735,0.80885,0.81553,0.87668,0.60533,1.13806,1.60778,0.01055,0.000915875,0.000915875,0.000915875
29,532.756,1.23083,1.71341,0.00724,0.8228,0.87671,0.8643,0.56987,1.30289,1.59614,0.01236,0.0009035,0.0009035,0.0009035
30,550.767,1.22462,1.76741,0.00723,0.79916,0.72704,0.81081,0.50904,1.41251,1.82462,0.01369,0.000891125,0.000891125,0.000891125
31,568.782,1.25433,1.81846,0.00745,0.8179,0.81149,0.8475,0.58073,1.12311,1.49811,0.01066,0.00087875,0.00087875,0.00087875
32,586.801,1.28455,1.69325,0.00752,0.87801,0.82797,0.89197,0.61565,1.08824,1.34065,0.01017,0.000866375,0.000866375,0.000866375
33,604.858,1.22122,1.59779,0.0073,0.88232,0.80824,0.88686,0.61856,1.09741,1.29829,0.01031,0.000854,0.000854,0.000854
34,623.076,1.20172,1.61706,0.00713,0.82018,0.77194,0.87311,0.61387,1.11105,1.52767,0.0104,0.000841625,0.000841625,0.000841625
35,641.11,1.21183,1.61941,0.00733,0.87136,0.80727,0.9016,0.62797,1.11833,1.65068,0.01038,0.00082925,0.00082925,0.00082925
36,659.291,1.20404,1.7525,0.00714,0.92628,0.82197,0.89459,0.62647,1.11699,1.3546,0.01039,0.000816875,0.000816875,0.000816875
37,677.301,1.17256,1.56813,0.0068,0.87849,0.83576,0.89491,0.60534,1.19371,1.38086,0.01101,0.0008045,0.0008045,0.0008045
38,695.371,1.16433,1.44651,0.00674,0.80041,0.83205,0.84547,0.5805,1.15813,1.39795,0.01078,0.000792125,0.000792125,0.000792125
39,713.358,1.18965,1.65515,0.00696,0.84655,0.8263,0.86331,0.585,1.24283,1.55332,0.01199,0.00077975,0.00077975,0.00077975
40,731.386,1.17185,1.52946,0.00671,0.79482,0.82738,0.87107,0.56184,1.28377,1.49507,0.01208,0.000767375,0.000767375,0.000767375
41,749.459,1.20348,1.52829,0.00708,0.83496,0.81039,0.84699,0.58973,1.07857,1.35672,0.01001,0.000755,0.000755,0.000755
42,767.462,1.16245,1.45425,0.00675,0.85907,0.84792,0.8991,0.62874,1.08905,1.44446,0.01017,0.000742625,0.000742625,0.000742625
43,785.645,1.17159,1.49559,0.00685,0.88991,0.80646,0.89276,0.59855,1.17886,1.75827,0.01081,0.00073025,0.00073025,0.00073025
44,803.708,1.16102,1.47913,0.00672,0.73813,0.82528,0.87424,0.60724,1.07875,1.57082,0.01002,0.000717875,0.000717875,0.000717875
45,821.837,1.14766,1.46298,0.00649,0.87709,0.80935,0.88378,0.57932,1.32886,1.54428,0.01249,0.0007055,0.0007055,0.0007055
46,840.214,1.17127,1.42097,0.00685,0.78127,0.79183,0.85075,0.5317,1.40345,1.63415,0.01319,0.000693125,0.000693125,0.000693125
47,858.558,1.15274,1.45485,0.00676,0.86829,0.78952,0.85993,0.56837,1.21832,1.54957,0.01121,0.00068075,0.00068075,0.00068075
48,890.18,1.16382,1.50924,0.00662,0.79283,0.788,0.87108,0.52926,1.48936,1.70933,0.01418,0.000668375,0.000668375,0.000668375
49,908.39,1.15362,1.38993,0.0067,0.86591,0.82675,0.88096,0.61214,1.1199,1.39628,0.0105,0.000656,0.000656,0.000656
50,926.858,1.15452,1.38265,0.00669,0.86527,0.78669,0.88718,0.58447,1.26986,1.5226,0.01203,0.000643625,0.000643625,0.000643625
51,945.149,1.14236,1.45342,0.00649,0.88307,0.8048,0.88737,0.61537,1.14217,1.37794,0.01057,0.00063125,0.00063125,0.00063125
52,963.491,1.1444,1.37358,0.00659,0.82495,0.79751,0.86273,0.60109,1.13117,1.65058,0.01058,0.000618875,0.000618875,0.000618875
53,981.815,1.10562,1.38437,0.00638,0.83923,0.85465,0.87161,0.60207,1.14083,1.55433,0.0105,0.0006065,0.0006065,0.0006065
54,1000.16,1.14091,1.33492,0.00686,0.78875,0.7932,0.8637,0.57566,1.26306,1.59588,0.01184,0.000594125,0.000594125,0.000594125
55,1018.39,1.13489,1.50638,0.00682,0.82401,0.8336,0.85025,0.5778,1.23336,1.51483,0.01136,0.00058175,0.00058175,0.00058175
56,1036.76,1.10454,1.34628,0.00651,0.89124,0.76935,0.88517,0.63497,1.06559,1.4399,0.00991,0.000569375,0.000569375,0.000569375
57,1055.12,1.10992,1.43436,0.00647,0.80162,0.85584,0.86769,0.61395,1.11836,1.4499,0.01053,0.000557,0.000557,0.000557
58,1073.43,1.119,1.28139,0.00661,0.87333,0.84544,0.90201,0.6114,1.25118,1.63163,0.01167,0.000544625,0.000544625,0.000544625
59,1091.78,1.12784,1.33169,0.00657,0.7551,0.84618,0.87335,0.61366,1.0975,1.50592,0.01018,0.00053225,0.00053225,0.00053225
60,1110.02,1.11209,1.24586,0.00649,0.88322,0.78592,0.85433,0.59265,1.19432,1.49452,0.01114,0.000519875,0.000519875,0.000519875
61,1128.19,1.13901,1.36329,0.00673,0.7933,0.80489,0.85374,0.58434,1.17108,1.67775,0.01092,0.0005075,0.0005075,0.0005075
62,1146.45,1.1328,1.35679,0.00665,0.81489,0.90099,0.8959,0.61026,1.23772,1.56536,0.01173,0.000495125,0.000495125,0.000495125
63,1164.68,1.12555,1.35026,0.00635,0.86222,0.82275,0.89277,0.58706,1.25526,1.64606,0.01172,0.00048275,0.00048275,0.00048275
64,1182.99,1.13791,1.30173,0.00659,0.7755,0.85951,0.87545,0.61933,1.10185,1.64552,0.0103,0.000470375,0.000470375,0.000470375
65,1201.18,1.06118,1.21333,0.00624,0.73935,0.84547,0.85918,0.60163,1.1386,1.61262,0.01065,0.000458,0.000458,0.000458
66,1219.42,1.10343,1.23401,0.00645,0.82141,0.81025,0.85459,0.60869,1.09539,1.59988,0.01023,0.000445625,0.000445625,0.000445625
67,1237.73,1.07671,1.22324,0.00614,0.75455,0.87725,0.88302,0.62902,1.06012,1.38052,0.0099,0.00043325,0.00043325,0.00043325
68,1255.97,1.11583,1.24616,0.00654,0.84112,0.82926,0.89495,0.63418,1.10644,1.47709,0.01037,0.000420875,0.000420875,0.000420875
69,1274.19,1.07278,1.23849,0.00597,0.85009,0.84381,0.87371,0.56472,1.40208,1.84548,0.01319,0.0004085,0.0004085,0.0004085
70,1292.5,1.07182,1.14685,0.00613,0.86011,0.82856,0.86959,0.61214,1.14655,1.7684,0.01069,0.000396125,0.000396125,0.000396125
71,1310.71,1.08913,1.18991,0.00624,0.81375,0.85204,0.85598,0.6098,1.13149,1.55945,0.01059,0.00038375,0.00038375,0.00038375
72,1328.89,1.06967,1.17568,0.00611,0.80257,0.85991,0.86093,0.60722,1.09799,1.58227,0.01018,0.000371375,0.000371375,0.000371375
73,1347.09,1.0714,1.17646,0.00639,0.87021,0.8344,0.87915,0.62056,1.11944,1.5927,0.01055,0.000359,0.000359,0.000359
74,1365.35,1.08105,1.15818,0.00618,0.83722,0.84429,0.88446,0.63421,1.09441,1.49333,0.01011,0.000346625,0.000346625,0.000346625
75,1383.56,1.06507,1.15266,0.00622,0.80529,0.84294,0.86782,0.62272,1.12584,1.70961,0.01057,0.00033425,0.00033425,0.00033425
76,1401.75,1.06249,1.14869,0.0063,0.84027,0.85892,0.86932,0.60446,1.1913,1.90283,0.01122,0.000321875,0.000321875,0.000321875
