epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.4272,1.25881,34.1971,0.00767,0.01115,0.77404,0.22052,0.1391,0.83565,27.6076,0.00765,0.000375,0.000375,0.000375
2,48.4588,1.21212,28.3304,0.0071,0.01531,0.90385,0.33675,0.21452,0.97594,27.0079,0.00911,0.000754951,0.000754951,0.000754951
3,73.2027,1.27387,25.9918,0.00774,0.88805,0.29438,0.56358,0.33881,1.02239,24.9029,0.00984,0.00112723,0.00112723,0.00112723
4,97.6784,1.27071,22.4559,0.00747,0.7928,0.51831,0.61748,0.39466,1.11274,17.7695,0.01064,0.00121287,0.00121287,0.00121287
5,121.815,1.28086,18.3166,0.00742,0.7872,0.57261,0.64445,0.40507,1.18049,11.3749,0.01119,0.0012005,0.0012005,0.0012005
6,146.957,1.23527,15.3999,0.00732,0.83599,0.61697,0.685,0.43944,1.26999,5.47328,0.01229,0.00118812,0.00118812,0.00118812
7,170.949,1.27604,13.2539,0.00737,0.85509,0.57396,0.65939,0.43132,1.19591,3.15601,0.01148,0.00117575,0.00117575,0.00117575
8,195.634,1.20484,11.6419,0.00705,0.8221,0.63719,0.66509,0.42675,1.26418,2.56158,0.0123,0.00116337,0.00116337,0.00116337
9,218.985,1.26917,9.41992,0.00763,0.88582,0.61271,0.68954,0.43729,1.28711,2.39281,0.01245,0.001151,0.001151,0.001151
10,244.006,1.29696,8.67753,0.00768,0.84399,0.59853,0.67443,0.42795,1.28025,2.34728,0.01233,0.00113863,0.00113863,0.00113863
11,267.7,1.29701,7.5339,0.00798,0.86309,0.611,0.67749,0.45088,1.1464,2.08887,0.01099,0.00112625,0.00112625,0.00112625
12,292.557,1.31777,6.8355,0.00796,0.82415,0.605,0.65325,0.42453,1.19749,2.34368,0.01153,0.00111388,0.00111388,0.00111388
13,316.667,1.26222,6.46355,0.00785,0.83239,0.66963,0.67971,0.45605,1.15847,2.06988,0.01122,0.0011015,0.0011015,0.0011015
14,342.76,1.24683,5.01575,0.00731,0.88084,0.6068,0.68538,0.47101,1.12969,1.95044,0.01091,0.00108913,0.00108913,0.00108913
15,366.581,1.22624,4.82554,0.00724,0.86488,0.62109,0.69383,0.47385,1.15081,2.03893,0.01119,0.00107675,0.00107675,0.00107675
16,391.191,1.20182,4.611,0.00692,0.84542,0.63457,0.68077,0.45795,1.12987,1.98804,0.01088,0.00106437,0.00106437,0.00106437
17,415.996,1.22673,4.14705,0.00705,0.83238,0.62995,0.68373,0.46775,1.15409,2.11744,0.0113,0.001052,0.001052,0.001052
18,440.805,1.20686,3.87098,0.00712,0.85899,0.69285,0.70373,0.49113,1.09417,1.79123,0.01062,0.00103962,0.00103962,0.00103962
19,464.242,1.19897,3.80644,0.00704,0.86084,0.65764,0.68885,0.48003,1.13306,1.88236,0.0109,0.00102725,0.00102725,0.00102725
20,489.373,1.20168,3.34358,0.00729,0.88958,0.65936,0.70427,0.44854,1.33259,1.84539,0.01271,0.00101488,0.00101488,0.00101488
21,513.886,1.23372,3.39671,0.00747,0.86496,0.59596,0.67507,0.44356,1.20556,1.81592,0.01163,0.0010025,0.0010025,0.0010025
22,538.1,1.18029,3.06127,0.00685,0.89797,0.667,0.74713,0.50042,1.16689,1.5936,0.01137,0.000990125,0.000990125,0.000990125
23,562.824,1.18191,3.097,0.00719,0.61154,0.81256,0.82056,0.56196,1.16495,1.8588,0.01122,0.00097775,0.00097775,0.00097775
24,586.922,1.16629,2.92839,0.00679,0.749,0.75988,0.7862,0.52167,1.16563,1.69558,0.01129,0.000965375,0.000965375,0.000965375
25,612.111,1.19886,2.77629,0.00717,0.75954,0.71896,0.79952,0.55695,1.12746,1.79499,0.01097,0.000953,0.000953,0.000953
26,636.365,1.22149,2.83351,0.0073,0.76682,0.72032,0.78049,0.53997,1.21108,1.80741,0.01161,0.000940625,0.000940625,0.000940625
27,660.623,1.1843,2.65315,0.00674,0.73682,0.83761,0.81312,0.5418,1.21034,1.64715,0.01197,0.00092825,0.00092825,0.00092825
28,685.15,1.18326,2.54529,0.0069,0.62443,0.84919,0.79941,0.56721,1.08678,1.63264,0.01058,0.000915875,0.000915875,0.000915875
29,709.41,1.17641,2.44489,0.00688,0.90354,0.715,0.81444,0.55369,1.2172,1.70277,0.01199,0.0009035,0.0009035,0.0009035
30,734.375,1.18375,2.49065,0.007,0.75432,0.76182,0.76564,0.51692,1.31903,1.80479,0.01289,0.000891125,0.000891125,0.000891125
31,760.387,1.19533,2.39252,0.00706,0.87484,0.70303,0.83757,0.58962,1.10713,1.65003,0.01076,0.00087875,0.00087875,0.00087875
32,784.284,1.15708,2.28563,0.00679,0.78876,0.71714,0.78376,0.53348,1.14151,1.6025,0.01097,0.000866375,0.000866375,0.000866375
33,809.374,1.16785,2.24931,0.00695,0.66837,0.81996,0.79838,0.55856,1.1494,1.553,0.01131,0.000854,0.000854,0.000854
34,833.416,1.19267,2.17118,0.00709,0.76629,0.78648,0.8192,0.57308,1.07198,1.59771,0.01031,0.000841625,0.000841625,0.000841625
35,857.595,1.16929,2.12623,0.0071,0.85565,0.72856,0.83573,0.58073,1.10175,1.63684,0.01082,0.00082925,0.00082925,0.00082925
36,882.517,1.17055,2.27732,0.00696,0.86166,0.76514,0.84492,0.58693,1.08815,1.57962,0.01056,0.000816875,0.000816875,0.000816875
37,906.826,1.14565,2.07334,0.00663,0.83137,0.80561,0.84619,0.58417,1.0804,1.53635,0.01035,0.0008045,0.0008045,0.0008045
38,930.432,1.16741,1.98958,0.00676,0.76098,0.77871,0.84584,0.58714,1.16292,1.5026,0.01138,0.000792125,0.000792125,0.000792125
39,955.193,1.18495,1.9822,0.00684,0.7908,0.85489,0.82358,0.55336,1.16981,1.65409,0.01144,0.00077975,0.00077975,0.00077975
40,979.188,1.10565,1.83167,0.00629,0.72844,0.84705,0.81923,0.56775,1.12525,1.5181,0.01089,0.000767375,0.000767375,0.000767375
41,1003.47,1.15545,1.88491,0.00673,0.73617,0.81203,0.82476,0.56408,1.15854,1.71216,0.01131,0.000755,0.000755,0.000755
42,1027.81,1.1497,1.86159,0.00668,0.86335,0.75217,0.79283,0.54912,1.07356,1.99383,0.01034,0.000742625,0.000742625,0.000742625
43,1051.95,1.17102,1.88185,0.00685,0.87409,0.74546,0.85444,0.58705,1.17602,1.70404,0.01143,0.00073025,0.00073025,0.00073025
44,1076.44,1.13169,1.75837,0.00656,0.91722,0.73487,0.83057,0.58425,1.15502,1.60709,0.01116,0.000717875,0.000717875,0.000717875
45,1100.05,1.13994,1.7372,0.00644,0.71307,0.8087,0.81876,0.56792,1.13168,1.52042,0.0109,0.0007055,0.0007055,0.0007055
46,1123.92,1.15012,1.75385,0.00666,0.68705,0.81088,0.79596,0.53814,1.22207,1.67121,0.01191,0.000693125,0.000693125,0.000693125
47,1148.17,1.12078,1.7185,0.00659,0.80096,0.8125,0.83204,0.57858,1.10025,1.55216,0.01055,0.00068075,0.00068075,0.00068075
48,1172.42,1.12931,1.75052,0.00641,0.85788,0.79364,0.86506,0.60426,1.13438,1.51034,0.01102,0.000668375,0.000668375,0.000668375
49,1195.45,1.12474,1.65192,0.00651,0.87178,0.80762,0.87448,0.60476,1.18025,1.52518,0.01151,0.000656,0.000656,0.000656
50,1219.52,1.10364,1.69762,0.00642,0.86828,0.75466,0.81919,0.57761,1.12836,1.69589,0.01098,0.000643625,0.000643625,0.000643625
51,1244.26,1.09149,1.66162,0.00621,0.88938,0.74081,0.82754,0.56755,1.15569,1.48555,0.01109,0.00063125,0.00063125,0.00063125
52,1268.49,1.08122,1.62522,0.00622,0.7764,0.79427,0.79761,0.54408,1.19478,1.84813,0.01171,0.000618875,0.000618875,0.000618875
53,1293.2,1.08205,1.6886,0.00627,0.79766,0.82375,0.82639,0.56967,1.09577,1.67531,0.01066,0.0006065,0.0006065,0.0006065
54,1316.28,1.09716,1.5614,0.0066,0.78558,0.81907,0.82745,0.58081,1.16895,1.61649,0.01157,0.000594125,0.000594125,0.000594125
55,1340.91,1.09359,1.71569,0.00659,0.68195,0.82629,0.81837,0.57086,1.10372,1.58873,0.01076,0.00058175,0.00058175,0.00058175
56,1364.71,1.07428,1.57935,0.00634,0.84405,0.82708,0.85105,0.60002,1.07002,1.48148,0.01039,0.000569375,0.000569375,0.000569375
57,1388.81,1.0671,1.70682,0.0062,0.83238,0.75889,0.82986,0.57986,1.13137,1.68159,0.01103,0.000557,0.000557,0.000557
58,1412.31,1.07995,1.51574,0.00634,0.79415,0.83793,0.85508,0.6114,1.07742,1.5276,0.01038,0.000544625,0.000544625,0.000544625
59,1436.8,1.09573,1.5576,0.00639,0.79113,0.87664,0.85382,0.603,1.10023,1.5745,0.01066,0.00053225,0.00053225,0.00053225
60,1461.13,1.08228,1.48817,0.00636,0.79673,0.73527,0.80292,0.56208,1.15706,1.88284,0.01121,0.000519875,0.000519875,0.000519875
61,1485.27,1.11831,1.6097,0.00661,0.77642,0.82352,0.82071,0.57278,1.12749,1.75201,0.01103,0.0005075,0.0005075,0.0005075
62,1508.43,1.073,1.60287,0.0063,0.84065,0.79858,0.83672,0.58382,1.14009,1.67342,0.01102,0.000495125,0.000495125,0.000495125
63,1533.4,1.05293,1.52206,0.00589,0.79385,0.85052,0.83499,0.58151,1.16544,1.72483,0.01138,0.00048275,0.00048275,0.00048275
64,1557.57,1.11414,1.50141,0.00648,0.75924,0.8382,0.85326,0.58317,1.15005,1.66585,0.01112,0.000470375,0.000470375,0.000470375
65,1581.56,1.04611,1.38411,0.00616,0.69991,0.8154,0.82849,0.57964,1.17029,1.85997,0.01133,0.000458,0.000458,0.000458
66,1605.42,1.07789,1.39047,0.00632,0.75993,0.793,0.83154,0.5831,1.12332,1.81617,0.01089,0.000445625,0.000445625,0.000445625
67,1629.63,1.06469,1.38561,0.00609,0.70498,0.80079,0.80818,0.57187,1.10981,1.8409,0.0108,0.00043325,0.00043325,0.00043325
68,1654.35,1.08982,1.43003,0.00639,0.76641,0.7603,0.80898,0.56184,1.15189,1.82358,0.01134,0.000420875,0.000420875,0.000420875
69,1679.51,1.05766,1.42785,0.00592,0.73677,0.80336,0.80924,0.55656,1.16434,1.83328,0.01136,0.0004085,0.0004085,0.0004085
70,1703.74,1.04316,1.33206,0.00597,0.89035,0.73501,0.83442,0.59192,1.14169,1.80917,0.01105,0.000396125,0.000396125,0.000396125
71,1728.77,1.06129,1.3593,0.00608,0.75958,0.78557,0.81152,0.56299,1.21368,1.79493,0.0117,0.00038375,0.00038375,0.00038375
72,1753.45,1.04189,1.31387,0.00598,0.78181,0.80594,0.83505,0.57879,1.14019,1.69022,0.01104,0.000371375,0.000371375,0.000371375
73,1777.53,1.03119,1.32232,0.00613,0.90505,0.74782,0.8583,0.59496,1.17262,1.68948,0.01142,0.000359,0.000359,0.000359
74,1802.07,1.03643,1.30783,0.00597,0.78605,0.83154,0.86687,0.60872,1.12444,1.68059,0.01085,0.000346625,0.000346625,0.000346625
75,1825.97,1.02249,1.28149,0.00597,0.8222,0.8086,0.86615,0.59882,1.15823,1.69217,0.01121,0.00033425,0.00033425,0.00033425
76,1850.11,1.01497,1.28621,0.006,0.82605,0.7769,0.84382,0.59603,1.16617,1.87075,0.01133,0.000321875,0.000321875,0.000321875
77,1873.43,1.02109,1.2303,0.00581,0.71318,0.84457,0.83575,0.58562,1.11166,1.95485,0.01074,0.0003095,0.0003095,0.0003095
78,1897.82,0.9942,1.2228,0.00559,0.83587,0.76678,0.85275,0.60197,1.0979,1.82481,0.0106,0.000297125,0.000297125,0.000297125
